================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
26/05/2022   10:00:00     Bullish    4.5818         
27/05/2022   09:15:00     Bullish    8.0182         
27/05/2022   09:45:00     Bearish    12.8864        
27/05/2022   10:00:00     Bearish    13.7454        
30/05/2022   09:50:00     Bullish    13.1727        
31/05/2022   08:40:00     Bearish    19.7591        
31/05/2022   09:05:00     Bearish    12.3136        
31/05/2022   09:20:00     Bullish    18.6136        
31/05/2022   09:25:00     Bullish    12.6000        
31/05/2022   09:45:00     Bullish    0.5727         
01/06/2022   09:05:00     Bearish    12.0273        
01/06/2022   09:10:00     Bearish    13.4591        
01/06/2022   09:15:00     Bearish    2.8636         
01/06/2022   09:20:00     Bearish    26.6318        
01/06/2022   09:35:00     Bearish    5.1545         
01/06/2022   09:45:00     Bullish    2.5773         
01/06/2022   09:55:00     Bullish    4.0091         
02/06/2022   08:45:00     Bullish    4.5818         
02/06/2022   09:25:00     Bearish    32.6454        
02/06/2022   09:35:00     Bullish    0.2864         
03/06/2022   09:00:00     Bullish    4.0091         
03/06/2022   09:40:00     Bearish    17.7545        
03/06/2022   10:00:00     Bearish    3.7227         
06/06/2022   09:00:00     Bullish    24.6273        
06/06/2022   09:05:00     Bullish    34.0772        
07/06/2022   08:50:00     Bullish    6.8727         
07/06/2022   09:25:00     Bullish    0.5727         
07/06/2022   09:30:00     Bullish    21.1909        
07/06/2022   09:35:00     Bullish    26.6318        
07/06/2022   09:40:00     Bullish    23.1954        
07/06/2022   09:45:00     Bullish    0.5727         
08/06/2022   08:50:00     Bullish    23.4818        
08/06/2022   09:15:00     Bearish    28.0636        
08/06/2022   10:00:00     Bearish    10.5954        
09/06/2022   08:50:00     Bullish    33.2182        
09/06/2022   08:55:00     Bullish    18.0409        
09/06/2022   09:10:00     Bearish    8.3045         
09/06/2022   09:20:00     Bullish    6.3000         
09/06/2022   09:30:00     Bullish    7.7318         
09/06/2022   09:45:00     Bearish    6.8727         
09/06/2022   09:50:00     Bearish    9.7364         
09/06/2022   09:55:00     Bearish    3.1500         
10/06/2022   08:55:00     Bearish    22.3363        
10/06/2022   09:00:00     Bearish    3.7227         
10/06/2022   09:05:00     Bearish    24.3409        
10/06/2022   10:00:00     Bearish    5.4409         
13/06/2022   09:15:00     Bearish    35.1409        
13/06/2022   09:20:00     Bearish    8.8566         
13/06/2022   09:45:00     Bearish    34.2838        
14/06/2022   08:40:00     Bearish    21.9988        
14/06/2022   08:45:00     Bearish    17.1419        
14/06/2022   08:55:00     Bullish    7.1425         
14/06/2022   09:00:00     Bullish    28.2841        
14/06/2022   09:10:00     Bearish    32.5696        
14/06/2022   09:15:00     Bearish    5.4283         
14/06/2022   09:50:00     Bullish    27.9984        
15/06/2022   09:05:00     Bullish    10.2851        
15/06/2022   09:20:00     Bearish    1.4285         
15/06/2022   09:35:00     Bearish    11.9993        
16/06/2022   09:05:00     Bearish    9.7137         
16/06/2022   09:40:00     Bearish    29.9983        
16/06/2022   09:45:00     Bearish    32.8553        
17/06/2022   09:05:00     Bearish    5.4283         
17/06/2022   09:20:00     Bearish    28.8555        
17/06/2022   09:25:00     Bearish    1.1428         
17/06/2022   09:35:00     Bearish    6.8568         
20/06/2022   08:55:00     Bullish    1.7142         
20/06/2022   09:00:00     Bullish    1.7142         
21/06/2022   08:40:00     Bullish    51.1400        
21/06/2022   09:00:00     Bullish    20.2846        
22/06/2022   08:55:00     Bullish    39.1407        
22/06/2022   09:15:00     Bullish    16.5705        
22/06/2022   09:20:00     Bullish    19.1418        
22/06/2022   09:25:00     Bullish    20.2846        
22/06/2022   09:50:00     Bearish    8.2852         
23/06/2022   09:00:00     Bullish    27.4270        
23/06/2022   09:40:00     Bullish    1.7142         
23/06/2022   09:45:00     Bullish    10.8565        
24/06/2022   08:45:00     Bullish    21.1417        
24/06/2022   08:50:00     Bullish    5.1426         
24/06/2022   09:05:00     Bullish    66.8534        
24/06/2022   09:40:00     Bearish    6.8568         
27/06/2022   08:40:00     Bearish    6.5711         
27/06/2022   08:45:00     Bearish    13.9992        
27/06/2022   09:35:00     Bullish    2.5713         
27/06/2022   09:50:00     Bullish    9.9994         
27/06/2022   09:55:00     Bullish    14.2849        
28/06/2022   09:00:00     Bearish    2.8570         
28/06/2022   09:05:00     Bearish    14.2849        
28/06/2022   09:10:00     Bearish    1.1428         
28/06/2022   09:35:00     Bearish    24.2843        
29/06/2022   08:55:00     Bullish    54.8541        
29/06/2022   09:15:00     Bearish    11.7136        
29/06/2022   09:20:00     Bearish    15.4277        
29/06/2022   09:30:00     Bullish    3.9998         
29/06/2022   09:45:00     Bullish    19.4275        
30/06/2022   08:40:00     Bearish    31.7125        
30/06/2022   08:55:00     Bearish    4.8569         
30/06/2022   09:00:00     Bearish    4.5712         
30/06/2022   09:05:00     Bearish    23.7130        
30/06/2022   09:15:00     Bullish    7.1425         
30/06/2022   09:35:00     Bullish    26.8556        
30/06/2022   09:55:00     Bullish    22.5702        
01/07/2022   08:50:00     Bullish    5.7140         
01/07/2022   09:15:00     Bearish    23.4273        
01/07/2022   09:30:00     Bearish    10.2851        
01/07/2022   09:35:00     Bearish    1.1428         
04/07/2022   08:45:00     Bearish    1.1428         
05/07/2022   09:15:00     Bullish    11.7136        
05/07/2022   09:40:00     Bullish    32.2839        
05/07/2022   09:50:00     Bearish    11.7136        
07/07/2022   08:45:00     Bullish    2.5713         
07/07/2022   08:55:00     Bullish    0.8571         
08/07/2022   08:40:00     Bullish    9.1423         
08/07/2022   08:50:00     Bearish    36.8551        
08/07/2022   09:15:00     Bullish    17.4276        
08/07/2022   09:25:00     Bullish    6.8568         
08/07/2022   09:30:00     Bullish    36.5694        
08/07/2022   10:00:00     Bullish    2.2856         
11/07/2022   08:40:00     Bearish    95.4232        
11/07/2022   09:40:00     Bullish    9.1423         
11/07/2022   10:00:00     Bearish    8.5709         
12/07/2022   08:50:00     Bearish    32.2839        
12/07/2022   09:00:00     Bearish    52.8542        
12/07/2022   09:05:00     Bearish    16.8562        
13/07/2022   09:30:00     Bullish    0.2857         
13/07/2022   09:35:00     Bullish    32.2839        
13/07/2022   09:45:00     Bullish    69.7104        
14/07/2022   08:40:00     Bearish    10.2851        
14/07/2022   08:50:00     Bullish    6.2854         
14/07/2022   09:00:00     Bearish    15.4277        
14/07/2022   09:05:00     Bearish    31.9982        
15/07/2022   08:50:00     Bearish    13.1421        
15/07/2022   09:30:00     Bullish    0.2857         
15/07/2022   09:45:00     Bearish    6.5711         
15/07/2022   10:00:00     Bullish    2.2856         
18/07/2022   08:50:00     Bullish    25.4271        
18/07/2022   09:05:00     Bearish    0.2857         
18/07/2022   10:00:00     Bullish    14.2849        
19/07/2022   09:00:00     Bullish    11.7136        
19/07/2022   09:30:00     Bullish    19.1418        
19/07/2022   09:45:00     Bullish    10.5708        
19/07/2022   09:50:00     Bullish    18.2847        
19/07/2022   09:55:00     Bullish    0.2857         
20/07/2022   08:40:00     Bullish    3.7141         
20/07/2022   09:00:00     Bearish    3.7141         
20/07/2022   09:10:00     Bullish    17.9990        
20/07/2022   09:25:00     Bullish    11.1422        
20/07/2022   09:30:00     Bullish    29.9983        
20/07/2022   09:35:00     Bullish    25.9985        
20/07/2022   09:50:00     Bullish    24.2843        
20/07/2022   09:55:00     Bullish    9.9994         
21/07/2022   09:05:00     Bearish    14.8563        
21/07/2022   09:30:00     Bearish    11.1422        
21/07/2022   09:40:00     Bullish    8.5709         
21/07/2022   09:55:00     Bullish    1.9999         
21/07/2022   10:00:00     Bullish    16.2848        
22/07/2022   08:40:00     Bullish    1.9999         
22/07/2022   09:00:00     Bearish    22.8559        
22/07/2022   09:05:00     Bearish    5.4283         
22/07/2022   09:15:00     Bullish    18.5704        
25/07/2022   09:20:00     Bearish    3.9998         
25/07/2022   09:45:00     Bullish    2.2856         
26/07/2022   08:55:00     Bullish    3.7141         
26/07/2022   09:15:00     Bearish    13.4278        
26/07/2022   09:25:00     Bearish    0.5714         
27/07/2022   08:40:00     Bullish    18.5704        
27/07/2022   08:45:00     Bullish    25.1414        
27/07/2022   08:50:00     Bullish    2.8570         
27/07/2022   09:55:00     Bullish    5.1426         
27/07/2022   10:00:00     Bullish    0.8571         
28/07/2022   08:45:00     Bearish    70.5675        
28/07/2022   08:50:00     Bearish    1.1428         
28/07/2022   09:50:00     Bullish    27.1413        
28/07/2022   10:00:00     Bullish    21.7131        
29/07/2022   08:45:00     Bullish    42.8547        
29/07/2022   09:05:00     Bullish    0.8571         
29/07/2022   10:00:00     Bearish    28.2841        
01/08/2022   08:45:00     Bullish    11.1422        
01/08/2022   08:55:00     Bullish    19.7132        
01/08/2022   09:10:00     Bullish    14.8563        
01/08/2022   09:20:00     Bearish    23.4273        
01/08/2022   09:40:00     Bullish    10.8565        
01/08/2022   09:45:00     Bullish    21.1417        
01/08/2022   09:50:00     Bullish    17.4276        
01/08/2022   09:55:00     Bullish    1.1428         
02/08/2022   09:45:00     Bullish    7.1425         
02/08/2022   09:50:00     Bullish    0.2857         
02/08/2022   09:55:00     Bullish    13.4278        
03/08/2022   08:40:00     Bullish    5.4283         
03/08/2022   08:55:00     Bullish    13.4278        
03/08/2022   09:05:00     Bullish    19.9989        
03/08/2022   09:20:00     Bearish    17.4276        
03/08/2022   09:35:00     Bearish    1.4285         
03/08/2022   09:50:00     Bullish    9.1423         
04/08/2022   09:35:00     Bearish    27.4270        
04/08/2022   09:50:00     Bullish    15.1420        
05/08/2022   09:05:00     Bullish    27.1413        
05/08/2022   09:15:00     Bullish    31.9982        
05/08/2022   09:30:00     Bearish    9.4280         
08/08/2022   08:40:00     Bullish    0.5714         
08/08/2022   08:45:00     Bullish    18.8561        
08/08/2022   08:55:00     Bullish    3.4284         
08/08/2022   09:50:00     Bearish    25.9985        
09/08/2022   08:55:00     Bearish    20.5703        
09/08/2022   09:00:00     Bearish    10.2851        
10/08/2022   09:15:00     Bearish    9.4280         
10/08/2022   09:45:00     Bullish    6.2854         
11/08/2022   09:05:00     Bullish    32.2839        
11/08/2022   09:10:00     Bullish    7.7139         
11/08/2022   09:15:00     Bullish    5.7140         
11/08/2022   09:25:00     Bearish    10.5708        
11/08/2022   09:45:00     Bearish    19.7132        
12/08/2022   09:55:00     Bullish    1.7142         
15/08/2022   08:45:00     Bearish    0.5714         
15/08/2022   08:55:00     Bullish    38.8550        
15/08/2022   09:05:00     Bearish    1.1428         
15/08/2022   09:15:00     Bearish    16.8562        
15/08/2022   09:50:00     Bearish    3.7141         
16/08/2022   08:50:00     Bearish    2.8570         
16/08/2022   09:30:00     Bearish    16.8562        
16/08/2022   09:35:00     Bearish    13.1421        
16/08/2022   09:45:00     Bullish    9.7137         
16/08/2022   09:50:00     Bullish    1.1428         
17/08/2022   09:15:00     Bearish    25.7128        
17/08/2022   09:35:00     Bearish    1.9999         
17/08/2022   09:55:00     Bearish    30.5697        
18/08/2022   09:00:00     Bearish    0.2857         
18/08/2022   09:20:00     Bullish    0.5714         
18/08/2022   09:40:00     Bullish    5.9997         
18/08/2022   09:45:00     Bullish    7.4282         
19/08/2022   08:40:00     Bearish    5.9997         
19/08/2022   08:45:00     Bearish    20.2846        
19/08/2022   08:50:00     Bearish    12.8564        
19/08/2022   08:55:00     Bearish    2.5713         
19/08/2022   09:55:00     Bearish    9.9994         
22/08/2022   09:20:00     Bearish    0.2857         
22/08/2022   09:55:00     Bearish    9.9994         
23/08/2022   08:50:00     Bullish    17.9990        
23/08/2022   09:10:00     Bullish    21.4274        
23/08/2022   09:25:00     Bearish    4.8569         
23/08/2022   09:55:00     Bearish    19.7132        
23/08/2022   10:00:00     Bearish    5.1426         
24/08/2022   09:20:00     Bullish    5.1426         
25/08/2022   08:55:00     Bullish    7.4282         
25/08/2022   09:00:00     Bullish    35.9980        
25/08/2022   09:25:00     Bullish    12.2850        
25/08/2022   09:30:00     Bullish    0.8571         
25/08/2022   09:55:00     Bearish    14.5706        
25/08/2022   10:00:00     Bearish    7.9996         
26/08/2022   09:25:00     Bearish    56.2826        
26/08/2022   09:30:00     Bearish    42.8547        
26/08/2022   09:35:00     Bearish    16.8562        
26/08/2022   09:40:00     Bearish    6.2854         
29/08/2022   09:00:00     Bearish    0.8571         
29/08/2022   09:20:00     Bullish    19.4275        
29/08/2022   09:30:00     Bearish    1.7142         
29/08/2022   09:35:00     Bearish    29.9983        
29/08/2022   09:40:00     Bearish    13.7135        
29/08/2022   09:55:00     Bearish    24.8557        
30/08/2022   08:45:00     Bearish    13.4278        
30/08/2022   09:10:00     Bearish    21.9988        
30/08/2022   09:35:00     Bearish    61.4251        
30/08/2022   09:40:00     Bearish    4.2855         
30/08/2022   09:45:00     Bearish    6.5711         
30/08/2022   10:00:00     Bullish    6.5711         
31/08/2022   08:45:00     Bullish    30.2840        
31/08/2022   09:00:00     Bearish    18.2847        
31/08/2022   10:00:00     Bearish    2.8570         
01/09/2022   09:15:00     Bearish    10.2851        
01/09/2022   09:25:00     Bullish    30.5697        
01/09/2022   09:40:00     Bearish    35.4266        
01/09/2022   09:45:00     Bearish    7.7139         
01/09/2022   10:00:00     Bearish    2.8570         
02/09/2022   09:00:00     Bearish    4.5712         
02/09/2022   09:15:00     Bullish    46.5688        
02/09/2022   09:30:00     Bullish    15.4277        
02/09/2022   09:35:00     Bullish    27.7127        
02/09/2022   09:40:00     Bullish    2.8570         
02/09/2022   09:55:00     Bearish    28.5698        
05/09/2022   08:40:00     Bullish    20.8560        
05/09/2022   09:10:00     Bullish    4.5712         
05/09/2022   09:35:00     Bullish    2.5713         
06/09/2022   08:50:00     Bearish    2.2856         
06/09/2022   08:55:00     Bearish    12.5707        
06/09/2022   09:05:00     Bearish    43.9975        
06/09/2022   09:40:00     Bullish    32.2839        
06/09/2022   09:55:00     Bullish    24.5700        
07/09/2022   09:55:00     Bullish    2.8570         
08/09/2022   08:45:00     Bullish    31.1411        
08/09/2022   08:55:00     Bullish    1.4285         
08/09/2022   09:05:00     Bearish    5.7140         
08/09/2022   09:35:00     Bullish    6.2854         
08/09/2022   09:40:00     Bullish    9.1423         
08/09/2022   10:00:00     Bullish    24.2843        
09/09/2022   09:00:00     Bullish    5.4283         
09/09/2022   09:05:00     Bullish    15.7134        
09/09/2022   09:40:00     Bullish    9.7137         
12/09/2022   08:45:00     Bullish    0.5680         
12/09/2022   08:55:00     Bullish    7.3836         
12/09/2022   09:00:00     Bullish    15.0511        
12/09/2022   10:00:00     Bearish    3.1238         
13/09/2022   09:00:00     Bearish    23.2866        
13/09/2022   09:40:00     Bearish    12.2113        
13/09/2022   09:45:00     Bearish    11.6433        
13/09/2022   09:50:00     Bearish    5.9636         
14/09/2022   08:45:00     Bullish    17.0390        
14/09/2022   09:25:00     Bearish    4.8277         
14/09/2022   09:40:00     Bullish    18.1749        
15/09/2022   08:50:00     Bullish    16.4710        
15/09/2022   09:25:00     Bearish    37.2018        
15/09/2022   09:30:00     Bearish    23.8546        
15/09/2022   09:50:00     Bearish    22.7187        
15/09/2022   09:55:00     Bearish    51.4010        
15/09/2022   10:00:00     Bearish    10.7914        
16/09/2022   09:35:00     Bullish    5.3957         
16/09/2022   09:45:00     Bearish    10.2234        
19/09/2022   09:40:00     Bullish    21.0148        
19/09/2022   09:45:00     Bullish    3.6918         
20/09/2022   09:55:00     Bullish    1.7039         
22/09/2022   09:50:00     Bearish    0.2840         
22/09/2022   09:55:00     Bearish    0.2840         
22/09/2022   10:00:00     Bearish    1.1359         
23/09/2022   09:00:00     Bearish    3.9758         
26/09/2022   08:55:00     Bullish    0.8520         
26/09/2022   09:20:00     Bullish    17.0390        
26/09/2022   09:50:00     Bearish    3.6918         
27/09/2022   08:40:00     Bullish    1.1359         
27/09/2022   08:50:00     Bearish    20.1628        
27/09/2022   09:05:00     Bearish    38.6217        
28/09/2022   09:20:00     Bullish    12.4953        
28/09/2022   09:25:00     Bullish    23.8546        
28/09/2022   09:30:00     Bullish    12.2113        
29/09/2022   08:40:00     Bearish    25.5585        
29/09/2022   08:45:00     Bearish    61.3404        
29/09/2022   09:05:00     Bearish    24.9905        
29/09/2022   09:15:00     Bearish    1.9879         
30/09/2022   08:55:00     Bullish    1.9879         
30/09/2022   09:35:00     Bullish    17.6070        
03/10/2022   09:05:00     Bullish    46.5733        
03/10/2022   09:25:00     Bullish    13.3472        
03/10/2022   09:30:00     Bullish    11.6433        
04/10/2022   08:50:00     Bullish    1.9879         
04/10/2022   09:00:00     Bullish    14.7671        
04/10/2022   09:05:00     Bullish    9.3714         
04/10/2022   09:25:00     Bearish    7.0996         
04/10/2022   09:35:00     Bullish    1.4199         
04/10/2022   09:40:00     Bullish    2.8398         
05/10/2022   09:05:00     Bearish    34.0780        
05/10/2022   09:20:00     Bearish    0.8520         
06/10/2022   08:40:00     Bullish    25.5585        
06/10/2022   09:00:00     Bearish    28.3983        
06/10/2022   09:05:00     Bearish    53.9568        
06/10/2022   09:50:00     Bullish    12.2113        
07/10/2022   08:45:00     Bearish    23.2866        
07/10/2022   08:50:00     Bearish    3.1238         
07/10/2022   08:55:00     Bearish    7.0996         
07/10/2022   09:00:00     Bearish    0.8520         
07/10/2022   09:35:00     Bearish    10.7914        
07/10/2022   09:45:00     Bullish    3.6918         
10/10/2022   08:55:00     Bearish    3.4078         
10/10/2022   09:20:00     Bullish    11.6433        
10/10/2022   09:35:00     Bearish    0.2840         
10/10/2022   09:40:00     Bearish    35.2139        
10/10/2022   09:55:00     Bearish    1.7039         
11/10/2022   08:40:00     Bearish    2.8398         
11/10/2022   09:00:00     Bearish    26.4104        
11/10/2022   09:05:00     Bearish    0.5680         
11/10/2022   09:15:00     Bullish    4.5437         
11/10/2022   09:40:00     Bullish    0.8520         
12/10/2022   09:10:00     Bearish    18.1749        
12/10/2022   09:30:00     Bullish    2.8398         
12/10/2022   09:40:00     Bearish    15.3351        
13/10/2022   08:50:00     Bullish    26.6944        
13/10/2022   09:05:00     Bullish    6.8156         
14/10/2022   08:45:00     Bearish    7.0996         
14/10/2022   08:50:00     Bearish    1.9879         
14/10/2022   09:05:00     Bearish    16.4710        
14/10/2022   09:15:00     Bearish    29.5343        
14/10/2022   09:45:00     Bearish    3.9758         
17/10/2022   08:40:00     Bullish    28.9663        
17/10/2022   09:15:00     Bullish    5.3957         
17/10/2022   09:25:00     Bearish    9.0875         
17/10/2022   09:50:00     Bearish    2.5558         
17/10/2022   09:55:00     Bearish    30.6702        
18/10/2022   08:55:00     Bearish    3.6918         
18/10/2022   09:20:00     Bearish    3.6918         
18/10/2022   09:25:00     Bearish    1.1359         
18/10/2022   09:30:00     Bearish    16.4710        
19/10/2022   08:45:00     Bearish    8.5195         
19/10/2022   09:15:00     Bullish    13.3472        
19/10/2022   09:20:00     Bullish    3.4078         
19/10/2022   09:25:00     Bullish    13.3472        
19/10/2022   09:55:00     Bearish    14.4831        
20/10/2022   08:45:00     Bullish    12.2113        
20/10/2022   08:50:00     Bullish    25.2745        
20/10/2022   09:05:00     Bullish    18.4589        
20/10/2022   09:10:00     Bullish    9.9394         
20/10/2022   09:20:00     Bullish    16.4710        
21/10/2022   09:05:00     Bullish    1.7039         
21/10/2022   09:25:00     Bearish    35.7819        
21/10/2022   09:50:00     Bullish    3.1238         
21/10/2022   10:00:00     Bearish    38.9057        
24/10/2022   09:05:00     Bearish    48.2772        
24/10/2022   09:35:00     Bullish    19.5948        
24/10/2022   09:55:00     Bullish    9.3714         
25/10/2022   08:50:00     Bullish    55.6607        
25/10/2022   08:55:00     Bullish    0.2840         
25/10/2022   09:50:00     Bullish    0.5680         
26/10/2022   09:40:00     Bullish    24.9905        
26/10/2022   09:45:00     Bullish    8.2355         
27/10/2022   08:50:00     Bearish    40.3256        
27/10/2022   08:55:00     Bearish    30.3862        
27/10/2022   09:05:00     Bullish    18.7429        
27/10/2022   09:10:00     Bullish    16.7550        
27/10/2022   09:15:00     Bullish    45.4373        
27/10/2022   09:40:00     Bearish    30.3862        
27/10/2022   09:45:00     Bearish    3.9758         
28/10/2022   08:40:00     Bullish    17.8909        
28/10/2022   09:25:00     Bullish    3.1238         
28/10/2022   09:30:00     Bullish    41.4616        
28/10/2022   09:45:00     Bullish    16.1870        
28/10/2022   09:50:00     Bullish    5.6797         
31/10/2022   08:50:00     Bearish    19.3109        
31/10/2022   09:45:00     Bullish    14.7671        
01/11/2022   08:50:00     Bearish    39.7577        
01/11/2022   09:05:00     Bearish    50.5490        
01/11/2022   09:10:00     Bearish    23.5706        
01/11/2022   09:40:00     Bearish    13.3472        
01/11/2022   09:45:00     Bearish    0.5680         
03/11/2022   08:45:00     Bearish    18.1749        
03/11/2022   08:50:00     Bearish    4.8277         
03/11/2022   08:55:00     Bearish    10.2234        
03/11/2022   09:15:00     Bullish    3.9758         
03/11/2022   09:45:00     Bullish    16.1870        
03/11/2022   09:50:00     Bullish    11.6433        
04/11/2022   08:40:00     Bearish    37.4858        
04/11/2022   08:45:00     Bearish    34.0780        
04/11/2022   09:00:00     Bullish    44.3014        
04/11/2022   09:15:00     Bullish    17.0390        
04/11/2022   09:25:00     Bullish    8.8035         
04/11/2022   09:55:00     Bearish    26.4104        
07/11/2022   09:25:00     Bearish    19.0269        
08/11/2022   08:55:00     Bullish    18.7429        
08/11/2022   09:20:00     Bullish    9.0875         
08/11/2022   09:35:00     Bullish    3.4078         
09/11/2022   09:10:00     Bullish    5.1117         
09/11/2022   09:30:00     Bearish    14.4831        
09/11/2022   09:35:00     Bearish    7.0996         
10/11/2022   08:50:00     Bullish    30.9542        
10/11/2022   08:55:00     Bullish    17.3230        
10/11/2022   09:00:00     Bullish    29.2503        
10/11/2022   09:35:00     Bearish    10.2234        
10/11/2022   09:50:00     Bullish    15.6191        
11/11/2022   08:45:00     Bullish    23.5706        
11/11/2022   08:50:00     Bullish    26.4104        
11/11/2022   09:15:00     Bullish    7.9515         
11/11/2022   09:20:00     Bullish    4.5437         
11/11/2022   09:50:00     Bullish    24.1386        
14/11/2022   09:05:00     Bullish    7.0996         
14/11/2022   09:25:00     Bearish    3.4078         
15/11/2022   08:50:00     Bearish    7.6675         
15/11/2022   09:00:00     Bullish    35.7819        
15/11/2022   09:40:00     Bearish    0.8520         
15/11/2022   09:50:00     Bearish    9.9394         
16/11/2022   08:50:00     Bearish    26.6944        
16/11/2022   09:50:00     Bearish    3.6918         
16/11/2022   09:55:00     Bearish    10.7914        
17/11/2022   08:45:00     Bullish    5.1117         
17/11/2022   09:20:00     Bullish    34.6460        
17/11/2022   09:50:00     Bearish    5.6797         
18/11/2022   09:05:00     Bearish    40.8936        
18/11/2022   10:00:00     Bearish    20.7308        
21/11/2022   08:50:00     Bullish    4.8277         
21/11/2022   09:05:00     Bearish    20.7308        
21/11/2022   09:25:00     Bearish    2.2719         
21/11/2022   09:45:00     Bearish    4.8277         
22/11/2022   08:40:00     Bearish    30.6702        
22/11/2022   09:05:00     Bullish    11.3593        
22/11/2022   09:15:00     Bullish    5.6797         
22/11/2022   09:50:00     Bullish    29.2503        
23/11/2022   08:40:00     Bullish    5.6797         
23/11/2022   08:50:00     Bullish    19.5948        
23/11/2022   09:35:00     Bullish    1.1359         
24/11/2022   10:00:00     Bullish    2.5558         
28/11/2022   08:55:00     Bearish    0.5680         
28/11/2022   09:25:00     Bearish    29.5343        
29/11/2022   09:30:00     Bullish    3.4078         
30/11/2022   09:50:00     Bearish    8.5195         
01/12/2022   08:45:00     Bullish    3.4078         
01/12/2022   08:50:00     Bullish    7.9515         
01/12/2022   09:05:00     Bearish    7.6675         
01/12/2022   09:10:00     Bearish    1.4199         
01/12/2022   09:15:00     Bearish    51.1170        
01/12/2022   09:20:00     Bearish    6.8156         
01/12/2022   09:50:00     Bullish    27.5464        
01/12/2022   09:55:00     Bullish    5.1117         
01/12/2022   10:00:00     Bullish    10.5074        
02/12/2022   09:15:00     Bullish    24.7065        
02/12/2022   10:00:00     Bearish    0.8520         
05/12/2022   09:00:00     Bearish    17.6070        
05/12/2022   09:05:00     Bearish    19.3109        
05/12/2022   09:40:00     Bullish    9.0875         
05/12/2022   09:45:00     Bullish    7.9515         
06/12/2022   08:40:00     Bearish    0.8520         
06/12/2022   08:45:00     Bearish    28.1143        
06/12/2022   09:00:00     Bearish    23.0026        
06/12/2022   09:05:00     Bearish    8.8035         
06/12/2022   09:10:00     Bearish    8.2355         
07/12/2022   08:45:00     Bearish    5.1117         
07/12/2022   08:50:00     Bearish    42.5975        
07/12/2022   09:05:00     Bullish    17.6070        
07/12/2022   09:45:00     Bullish    0.2840         
07/12/2022   09:50:00     Bullish    31.5221        
07/12/2022   09:55:00     Bullish    20.1628        
08/12/2022   08:55:00     Bullish    26.1265        
08/12/2022   09:00:00     Bullish    36.6338        
08/12/2022   09:05:00     Bullish    6.8156         
08/12/2022   09:10:00     Bullish    5.3957         
08/12/2022   09:45:00     Bearish    1.1359         
09/12/2022   08:55:00     Bearish    5.3957         
09/12/2022   09:55:00     Bullish    2.8398         
09/12/2022   10:00:00     Bullish    32.3741        
12/12/2022   08:40:00     Bearish    2.2719         
12/12/2022   08:50:00     Bullish    15.3351        
12/12/2022   09:35:00     Bearish    1.7039         
12/12/2022   10:00:00     Bullish    8.5195         
13/12/2022   08:45:00     Bullish    17.4330        
13/12/2022   09:05:00     Bearish    35.4283        
13/12/2022   09:25:00     Bearish    33.1789        
14/12/2022   09:10:00     Bullish    7.3106         
14/12/2022   09:45:00     Bullish    1.9682         
15/12/2022   08:50:00     Bearish    6.4671         
15/12/2022   09:00:00     Bearish    26.7118        
15/12/2022   09:05:00     Bearish    4.4988         
15/12/2022   09:50:00     Bearish    9.2788         
15/12/2022   09:55:00     Bearish    1.9682         
16/12/2022   08:50:00     Bullish    10.6847        
16/12/2022   09:00:00     Bearish    7.3106         
16/12/2022   09:05:00     Bearish    32.0541        
16/12/2022   09:10:00     Bearish    14.3400        
19/12/2022   08:50:00     Bearish    24.1812        
19/12/2022   09:05:00     Bearish    4.4988         
19/12/2022   09:15:00     Bullish    1.9682         
19/12/2022   09:20:00     Bullish    4.7800         
19/12/2022   09:25:00     Bullish    15.1835        
19/12/2022   09:40:00     Bearish    14.6212        
19/12/2022   09:55:00     Bearish    0.2812         
19/12/2022   10:00:00     Bearish    4.7800         
20/12/2022   08:45:00     Bearish    17.9953        
20/12/2022   08:55:00     Bullish    11.2471        
20/12/2022   09:00:00     Bullish    56.7977        
20/12/2022   09:25:00     Bullish    6.7482         
20/12/2022   09:35:00     Bullish    6.1859         
21/12/2022   08:50:00     Bullish    9.5600         
21/12/2022   09:10:00     Bullish    14.3400        
21/12/2022   09:35:00     Bullish    26.4306        
21/12/2022   09:40:00     Bullish    5.6235         
21/12/2022   10:00:00     Bullish    9.8412         
22/12/2022   08:40:00     Bearish    18.5577        
22/12/2022   09:05:00     Bearish    31.4918        
22/12/2022   09:10:00     Bearish    7.5918         
22/12/2022   09:30:00     Bearish    1.4059         
22/12/2022   09:35:00     Bearish    11.2471        
23/12/2022   09:20:00     Bullish    22.7753        
23/12/2022   09:35:00     Bullish    3.0929         
23/12/2022   09:50:00     Bearish    22.2130        
27/12/2022   08:40:00     Bearish    30.9294        
27/12/2022   08:45:00     Bearish    11.5282        
27/12/2022   09:20:00     Bullish    26.9930        
27/12/2022   09:55:00     Bearish    0.2812         
27/12/2022   10:00:00     Bearish    5.3424         
